Subject Offered Summary Key,Composite Subject Key,Term Code,Course Number,Subject Id,Subject Id Sort,Subject Title,Master Subject Id,Master Subject Id Sort,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Total Units,Lecture Units,Lab Units,Preparation Units,Subject Enrollment Number,Cluster Enrollment Number,Warehouse Load Date,Num Enrolled Students,Subject Grouping Key,Subject Summary Key
HAA.40781998SP,HAA.00001998SP,1998SP,HAA,HAA.4078,HAA.4078,Urdu 101,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,7,,5/8/01 0:00,7,,HAA.40781998SP
HAA.40901998SP,HAA.00001998SP,1998SP,HAA,HAA.4090,HAA.4090,Human Motivation,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.40901998SP
HAA.41031998SP,HAA.00001998SP,1998SP,HAA,HAA.4103,HAA.4103,Lab in Cognitive Neuropsych,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.41031998SP
HAA.41041998SP,HAA.00001998SP,1998SP,HAA,HAA.4104,HAA.4104,CS 265:Adv Intro Database Sys,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.41041998SP
24.021998SP,24.021998SP,1998SP,24,24.02,24.02,What is the Best Way to Live?,24.02,24.02,,,,N,Not for graduate credit,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","Wedgwood, Ralph",900037040,12,3,0,9,43,,5/8/01 0:00,43,86CD649598BE0327E0440003BACE90BC,24.021998SP
24.2801998SP,24.2801998SP,1998SP,24,24.28,24.28,Foundations of Probability,24.28,24.28,,,,N,Not for graduate credit,24,Linguistics and Philosophy,"Hum, Arts & Social Sciences","McGee, Vann",900041537,12,3,0,9,8,,5/8/01 0:00,8,86CD64959C8F0327E0440003BACE90BC,24.2801998SP
HAL.35301998SP,HAL.00001998SP,1998SP,HAL,HAL.3530,HAL.3530,Employment Law,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAL.35301998SP
HAL.80051998SP,HAL.00001998SP,1998SP,HAL,HAL.8005,HAL.8005,Optional Paper: F Vogel,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAL.80051998SP
HAL.98571998SP,HAL.00001998SP,1998SP,HAL,HAL.9857,HAL.9857,Risk &Environmental Regulation,HAL.0000,HAL.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,0,,5/8/01 0:00,0,,HAL.98571998SP
HAM.J7131998SP,HAM.00001998SP,1998SP,HAM,HAM.J713,HAM.J713,Tumor Immunology,HAM.0000,HAM.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAM.J7131998SP
HAP.H2281998SP,HAP.00001998SP,1998SP,HAP,HAP.H228,HAP.H228,Intro New American Health Care,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,1,,5/8/01 0:00,1,,HAP.H2281998SP
HAP.H2441998SP,HAP.00001998SP,1998SP,HAP,HAP.H244,HAP.H244,HPM244:Pharm &Biotech Industry,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,2,0,4,0,,5/8/01 0:00,0,,HAP.H2441998SP
HAP.I2011998SP,HAP.00001998SP,1998SP,HAP,HAP.I201,HAP.I201,"Bio,Epi,Eco,Pol: Malaria",HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,1,,5/8/01 0:00,1,,HAP.I2011998SP
HAA.51291998SP,HAA.00001998SP,1998SP,HAA,HAA.5129,HAA.5129,Intl Conflicts:Modern,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.51291998SP
21A.1121998SP,21A.1121998SP,1998SP,21A,21A.112,21A.112,Tutorial in Anthropology,21A.112,21A.112,,,,N,Not for graduate credit,21A,Anthropology,"Hum, Arts & Social Sciences","Howe, James",900024161,12,3,0,9,2,,5/8/01 0:00,2,86CD64959CF60327E0440003BACE90BC,21A.1121998SP
HST.2001998SP,HST.2001998SP,1998SP,HST,HST.200,HST.200,Intro to Clinical Medicine,HST.200,HST.200,,,,H,Higher level graduate program,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,"Churchill, W",WCHURHST,46,9,25,12,27,,5/8/01 0:00,27,86CD64959DB80327E0440003BACE90BC,HST.2001998SP
HST.5251998SP,HST.5251998SP,1998SP,HST,HST.525,HST.525,Transp Phenom &Tumor Pathophys,HST.525,HST.525,J,Joint subject,"10.548, HST.525",H,Higher level graduate program,HST,Health Sciences & Technology,Whitaker Coll of HST;  HST,"Jain, Rakesh",900021956,6,2,0,4,0,0,5/8/01 0:00,0,86CD64959DC10327E0440003BACE90BC,HST.5251998SP
HAP.J2011998SP,HAP.00001998SP,1998SP,HAP,HAP.J201,HAP.J201,Environmental Health I,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAP.J2011998SP
HAP.O2351998SP,HAP.00001998SP,1998SP,HAP,HAP.O235,HAP.O235,Regression/Analysis of Varianc,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAP.O2351998SP
HAP.P2011998SP,HAP.00001998SP,1998SP,HAP,HAP.P201,HAP.P201,EPI201:Prncpal of Epidemiology,HAP.0000,HAP.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,0,,5/8/01 0:00,0,,HAP.P2011998SP
HAS.24001998SP,HAS.00001998SP,1998SP,HAS,HAS.2400,HAS.2400,Spec Offer Visual Stud,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,2,,5/8/01 0:00,2,,HAS.24001998SP
HAS.340I1998SP,HAS.00001998SP,1998SP,HAS,HAS.340I,HAS.340I,Housing & Modernity,HAS.0000,HAS.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAS.340I1998SP
HAK.L2371998SP,HAK.00001998SP,1998SP,HAK,HAK.L237,HAK.L237,PED237:Econ Devpmnt Policy I,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.L2371998SP
HAK.L3131998SP,HAK.00001998SP,1998SP,HAK,HAK.L313,HAK.L313,PED313:Politics Devlpmnt Polcy,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.L3131998SP
HAK.O4551998SP,HAK.00001998SP,1998SP,HAK,HAK.O455,HAK.O455,Privatiation & Deregulation,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAK.O4551998SP
HAK.R1981998SP,HAK.00001998SP,1998SP,HAK,HAK.R198,HAK.R198,Envir Reading,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.R1981998SP
HAK.S4801998SP,HAK.00001998SP,1998SP,HAK,HAK.S480,HAK.S480,ISP480:Inside European Union,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.S4801998SP
HAK.K2141998SP,HAK.00001998SP,1998SP,HAK,HAK.K214,HAK.K214,Competition in Elec Industry,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,1,,5/8/01 0:00,1,,HAK.K2141998SP
HAE.T1241998SP,HAE.00001998SP,1998SP,HAE,HAE.T124,HAE.T124,How Students Learn Science,HAE.0000,HAE.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAE.T1241998SP
HAK.A1011998SP,HAK.00001998SP,1998SP,HAK,HAK.A101,HAK.A101,Applied Economic Analysis,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.A1011998SP
HAK.A1411998SP,HAK.00001998SP,1998SP,HAK,HAK.A141,HAK.A141,API141:Intro to Finance II,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,1,,5/8/01 0:00,1,,HAK.A1411998SP
HAK.A4011998SP,HAK.00001998SP,1998SP,HAK,HAK.A401,HAK.A401,API401:Pol &Orgnztnl Analysis,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.A4011998SP
HAB.15561998SP,HAB.00001998SP,1998SP,HAB,HAB.1556,HAB.1556,Gen Mgmt:Processes & Action,HAB.0000,HAB.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAB.15561998SP
HAB.18351998SP,HAB.00001998SP,1998SP,HAB,HAB.1835,HAB.1835,Financial Risk Managment,HAB.0000,HAB.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAB.18351998SP
HAB.19531998SP,HAB.00001998SP,1998SP,HAB,HAB.1953,HAB.1953,Retailing,HAB.0000,HAB.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAB.19531998SP
HAB.42301998SP,HAB.00001998SP,1998SP,HAB,HAB.4230,HAB.4230,Field Resrch: Org Behvr,HAB.0000,HAB.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAB.42301998SP
HAE.A01W1998SP,HAE.00001998SP,1998SP,HAE,HAE.A01W,HAE.A01W,The School to Work Agenda,HAE.0000,HAE.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,0,,5/8/01 0:00,0,,HAE.A01W1998SP
HAE.A4551998SP,HAE.00001998SP,1998SP,HAE,HAE.A455,HAE.A455,Roots of Contem Ed Plcy in US,HAE.0000,HAE.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAE.A4551998SP
HAA.78261998SP,HAA.00001998SP,1998SP,HAA,HAA.7826,HAA.7826,Topics in Hist Syntax,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.78261998SP
HAA.80501998SP,HAA.00001998SP,1998SP,HAA,HAA.8050,HAA.8050,Physics 253a:Quantum Field,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.80501998SP
HAA.81921998SP,HAA.00001998SP,1998SP,HAA,HAA.8192,HAA.8192,Hist 1821: Modern Vietnam,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.81921998SP
HAA.82961998SP,HAA.00001998SP,1998SP,HAA,HAA.8296,HAA.8296,Anthro 110:Intro to Soc Anthro,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.82961998SP
18.021998SP,18.021998SP,1998SP,18,18.02,18.02,Calculus,18.02,18.02,,,,N,Not for graduate credit,18,Mathematics,Science,"Sipser, Michael",900016863,12,5,0,7,253,,5/8/01 0:00,253,86CD6495987A0327E0440003BACE90BC,18.021998SP
17.2161998SP,17.2161998SP,1998SP,17,17.216,17.216,State vs Market& Welfare State,17.216,17.216,,,,H,Higher level graduate program,17,Political Science,"Hum, Arts & Social Sciences","Giaimo, Susan",900036232,12,3,0,9,3,,5/8/01 0:00,3,86CD64959BFB0327E0440003BACE90BC,17.2161998SP
3.1551998SP,6.1521998SP,1998SP,3,3.155,3.155,Microelectronics Process Techn,6.152,6.152,J,Joint subject,"3.155, 6.152",N,Not for graduate credit,3,Materials Science and Eng,Engineering,"Schmidt, Martin",900020763,12,3,4,5,12,44,5/8/01 0:00,12,86CD6495997E0327E0440003BACE90BC,3.1551998SP
3.211998SP,3.211998SP,1998SP,3,3.21,3.21,Kinetic Processes in Materials,3.21,3.21,,,,H,Higher level graduate program,3,Materials Science and Eng,Engineering,"Allen, Samuel",900015513,15,5,0,10,45,,5/8/01 0:00,45,86CD649597B90327E0440003BACE90BC,3.211998SP
3.291998SP,3.291998SP,1998SP,3,3.29,3.29,Spec Probs-Materials Sci,3.29,3.29,,,,H,Higher level graduate program,3,Materials Science and Eng,Engineering,"Hobbs, Linn",900025024,1,0,1,0,0,,5/8/01 0:00,0,86CD649597BB0327E0440003BACE90BC,3.291998SP
3.421998SP,3.421998SP,1998SP,3,3.42,3.42,Electronic Materials Design,3.42,3.42,,,,H,Higher level graduate program,3,Materials Science and Eng,Engineering,"Tuller, Harry",900018301,12,3,0,9,6,,5/8/01 0:00,6,86CD649597BD0327E0440003BACE90BC,3.421998SP
3.531998SP,3.531998SP,1998SP,3,3.53,3.53,Electrochem Processng of Mtls,3.53,3.53,,,,H,Higher level graduate program,3,Materials Science and Eng,Engineering,"Sadoway, Donald",900014127,9,3,0,6,3,,5/8/01 0:00,3,86CD649597C10327E0440003BACE90BC,3.531998SP
3.9021998SP,3.9021998SP,1998SP,3,3.902,3.902,Spec Probs: Polymer Sci,3.902,3.902,,,,H,Higher level graduate program,3,Materials Science and Eng,Engineering,"Rubner, Michael",900003595,1,0,1,0,0,,5/8/01 0:00,0,86CD649598D00327E0440003BACE90BC,3.9021998SP
3.911998SP,3.911998SP,1998SP,3,3.91,3.91,Mechanical Behavior: Plastics,3.91,3.91,J,Joint subject,"1.593, 3.91",H,Higher level graduate program,3,Materials Science and Eng,Engineering,"Mc Garry, Frederick",900000752,9,3,2,4,12,13,5/8/01 0:00,12,86CD649597C50327E0440003BACE90BC,3.911998SP
3.9411998SP,10.6681998SP,1998SP,3,3.941,3.941,Statistical Mech of Polymers,10.668,10.668,J,Joint subject,"3.941, 10.668",H,Higher level graduate program,3,Materials Science and Eng,Engineering,"Rutledge, Gregory",900022668,12,3,0,9,12,20,5/8/01 0:00,12,86CD64959A3E0327E0440003BACE90BC,3.9411998SP
HAA.41171998SP,HAA.00001998SP,1998SP,HAA,HAA.4117,HAA.4117,Econ 2530d:Reform Devlp Econom,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.41171998SP
HAA.41341998SP,HAA.00001998SP,1998SP,HAA,HAA.4134,HAA.4134,Thai 103r:Readings in Thai,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.41341998SP
HAA.41401998SP,HAA.00001998SP,1998SP,HAA,HAA.4140,HAA.4140,Topics in Pol Philosophy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.41401998SP
HAA.35831998SP,HAA.00001998SP,1998SP,HAA,HAA.3583,HAA.3583,English 285:Studies in Novel,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.35831998SP
17.2481998SP,17.2481998SP,1998SP,17,17.248,17.248,Women and the Legal Process,17.248,17.248,M,Meeting Together,"17.247, 17.248",H,Higher level graduate program,17,Political Science,"Hum, Arts & Social Sciences","Burnham, Margaret",900000770,12,3,0,9,2,10,5/8/01 0:00,2,86CD64959BFD0327E0440003BACE90BC,17.2481998SP
17.2751998SP,17.2751998SP,1998SP,17,17.275,17.275,Soc Move in Comp Perspect,17.275,17.275,,,,N,Not for graduate credit,17,Political Science,"Hum, Arts & Social Sciences",,,12,3,0,9,2,,5/8/01 0:00,2,86CD64959C000327E0440003BACE90BC,17.2751998SP
17.4301998SP,17.4301998SP,1998SP,17,17.43,17.43,Res Sem in Internatl Relations,17.43,17.43,,,,H,Higher level graduate program,17,Political Science,"Hum, Arts & Social Sciences","Oye, Kenneth",900021399,12,3,0,9,11,,5/8/01 0:00,11,86CD64959C070327E0440003BACE90BC,17.4301998SP
17.5161998SP,17.5161998SP,1998SP,17,17.516,17.516,Retribution and Reparations,17.516,17.516,,,,H,Higher level graduate program,17,Political Science,"Hum, Arts & Social Sciences","Nobles, Melissa",900016321,12,3,0,9,4,,5/8/01 0:00,4,86CD64959C0A0327E0440003BACE90BC,17.5161998SP
17.6011998SP,17.6011998SP,1998SP,17,17.601,17.601,Soviet Politics and Society,17.601,17.601,J,Joint subject,"17.601, 21H.467",N,Not for graduate credit,17,Political Science,"Hum, Arts & Social Sciences","Blackmer, Donald",DBLAC17,12,3,0,9,15,23,5/8/01 0:00,15,86CD64959C0E0327E0440003BACE90BC,17.6011998SP
17.8081998SP,17.8081998SP,1998SP,17,17.808,17.808,Collective Choice: Empir Tests,17.808,17.808,J,Joint subject,"14.295, 17.808",H,Higher level graduate program,17,Political Science,"Hum, Arts & Social Sciences","Ansolabehere, Stephen",900027641,12,3,0,9,2,4,5/8/01 0:00,2,86CD64959C110327E0440003BACE90BC,17.8081998SP
15.9601998SP,15.9601998SP,1998SP,15,15.96,15.96,Spec Studies in Management,15.96,15.96,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,1,0,1,0,2,,5/8/01 0:00,2,86CD64959BBB0327E0440003BACE90BC,15.9601998SP
15.9641998SP,15.9641998SP,1998SP,15,15.964,15.964,Spec Studies in Management,15.964,15.964,,,,H,Higher level graduate program,15,Management,Sloan School of Management,"USE KASQUI15,",PASQU15,1,0,1,0,39,,5/8/01 0:00,39,86CD64959BBF0327E0440003BACE90BC,15.9641998SP
15.9721998SP,15.9721998SP,1998SP,15,15.972,15.972,Special Seminar in Management,15.972,15.972,,,,H,Higher level graduate program,15,Management,Sloan School of Management,"Davis, Donald",900020608,1,0,1,0,11,,5/8/01 0:00,11,86CD64959BC70327E0440003BACE90BC,15.9721998SP
15.9791998SP,15.9791998SP,1998SP,15,15.979,15.979,Seminar in Leadership II,15.979,15.979,,,,H,Higher level graduate program,15,Management,Sloan School of Management,"Lowance, S",SLOWA15,9,3,0,6,57,,5/8/01 0:00,57,86CD64959BC90327E0440003BACE90BC,15.9791998SP
15.UR1998SP,15.UR1998SP,1998SP,15,15.UR, 15.UR,Undergrad Rsch: Mgmt,15.UR, 15.UR,,,,N,Not for graduate credit,15,Management,Sloan School of Management,"Carroll, John",900016017,1,0,1,0,6,,5/8/01 0:00,6,86CD6495986D0327E0440003BACE90BC,15.UR1998SP
16.001998SP,16.001998SP,1998SP,16,16,16,Aerospace Engineering,16,16,,,,N,Not for graduate credit,16,Aeronautics and Astronautics,Engineering,"Newman, Dava",900027272,9,3,1,5,37,,5/8/01 0:00,37,86CD6495986E0327E0440003BACE90BC,16.001998SP
16.1221998SP,16.1221998SP,1998SP,16,16.122,16.122,High-Speed Aerodynamics,16.122,16.122,,,,H,Higher level graduate program,16,Aeronautics and Astronautics,Engineering,"Widnall, Sheila",900027805,12,4,0,8,4,,5/8/01 0:00,4,86CD64959BD20327E0440003BACE90BC,16.1221998SP
18.011998SP,18.011998SP,1998SP,18,18.01,18.01,Calculus,18.01,18.01,,,,N,Not for graduate credit,18,Mathematics,Science,"Diamond, Fred",900043164,12,5,0,7,8,,5/8/01 0:00,8,86CD649598790327E0440003BACE90BC,18.011998SP
21L.0031998SP,21L.0031998SP,1998SP,21L,21L.003,21L.003,Introduction to Fiction,21L.003,21L.003,,,,N,Not for graduate credit,21L,Literature,"Hum, Arts & Social Sciences","Buzard, J",900019054,12,3,0,9,45,,5/8/01 0:00,45,86CD64959D4B0327E0440003BACE90BC,21L.0031998SP
3.031998SP,3.031998SP,1998SP,3,3.03,3.03,Chemical Metallurgy,3.03,3.03,,,,N,Not for graduate credit,3,Materials Science and Eng,Engineering,"Lupis, Claude",900045447,12,3,0,9,3,,5/8/01 0:00,3,86CD649597B40327E0440003BACE90BC,3.031998SP
3.0411998SP,3.0411998SP,1998SP,3,3.041,3.041,Undergraduate Research Seminar,3.041,3.041,,,,N,Not for graduate credit,3,Materials Science and Eng,Engineering,"Roylance, David",900027610,3,0,3,0,39,,5/8/01 0:00,39,86CD649598C10327E0440003BACE90BC,3.0411998SP
3.0811998SP,3.0811998SP,1998SP,3,3.081,3.081,Materials Structure Laboratory,3.081,3.081,,,,N,Not for graduate credit,3,Materials Science and Eng,Engineering,"Hobbs, Linn",900025024,12,1,6,5,24,,5/8/01 0:00,24,86CD649598C60327E0440003BACE90BC,3.0811998SP
1.9721998SP,1.9721998SP,1998SP,1,1.972,1.972,Sp Grad Stud: Civ & Env Eng,1.972,1.972,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Kausel, Eduardo",900006166,1,0,1,0,0,,5/8/01 0:00,0,86CD649598300327E0440003BACE90BC,1.9721998SP
1.9751998SP,1.9751998SP,1998SP,1,1.975,1.975,Sp Grad Stud: Civ & Env Eng,1.975,1.975,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Kausel, Eduardo",900006166,1,0,1,0,0,,5/8/01 0:00,0,86CD649598330327E0440003BACE90BC,1.9751998SP
1.9791998SP,1.9791998SP,1998SP,1,1.979,1.979,Sp Grad Stud: Civ & Env Eng,1.979,1.979,,,,G,Graduate program,1,Civil and Environmental Eng,Engineering,"Entekhabi, Dara",900003281,1,0,1,0,1,,5/8/01 0:00,1,86CD649598360327E0440003BACE90BC,1.9791998SP
1.NIV1998SP,1.NIV1998SP,1998SP,1,1.NIV,  1.NIV,Visiting Student Research,1.NIV,  1.NIV,,,,N,Not for graduate credit,1,Civil and Environmental Eng,Engineering,,,1,0,1,0,3,,5/8/01 0:00,3,86CD6495983C0327E0440003BACE90BC,1.NIV1998SP
2.0011998SP,2.0011998SP,1998SP,2,2.001,2.001,Mechanics and Materials I,2.001,2.001,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Parks, David",900024095,9,3,1,5,106,,5/8/01 0:00,106,86CD649598800327E0440003BACE90BC,2.0011998SP
2.0041998SP,2.0041998SP,1998SP,2,2.004,2.004,Systems Modeling & Dynamics II,2.004,2.004,J,Joint subject,"2.004, 13.013",N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Crandall, S",SCRAN2,9,4,0,5,90,91,5/8/01 0:00,90,86CD649598830327E0440003BACE90BC,2.0041998SP
2.0021998SP,2.0021998SP,1998SP,2,2.002,2.002,Mechanics and Materials II,2.002,2.002,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Anand, Lallit",900014982,12,3,2,7,52,,5/8/01 0:00,52,86CD649598810327E0440003BACE90BC,2.0021998SP
4.4011998SP,4.4011998SP,1998SP,4,4.401,4.401,Intro to Building Technology,4.401,4.401,,,,N,Not for graduate credit,4,Architecture,Architecture and Planning,"Cammalleri, Vince",VCAMM4,12,3,3,6,28,,5/8/01 0:00,28,86CD649599290327E0440003BACE90BC,4.4011998SP
4.4091998SP,4.4091998SP,1998SP,4,4.409,4.409,Spec Probs: Building Construct,4.409,4.409,,,,H,Higher level graduate program,4,Architecture,Architecture and Planning,"Caso, Renee",900018588,1,0,1,0,0,,5/8/01 0:00,0,86CD6495992B0327E0440003BACE90BC,4.4091998SP
4.4281998SP,4.4281998SP,1998SP,4,4.428,4.428,Spec Probs: Energy in Building,4.428,4.428,,,,H,Higher level graduate program,4,Architecture,Architecture and Planning,"Chen, Qingyan",900036458,1,0,1,0,0,,5/8/01 0:00,0,86CD6495992D0327E0440003BACE90BC,4.4281998SP
2.9991997SU,2.9991997SU,1997SU,2,2.999,2.999,Engineer's Degree Thesis Prop,2.999,2.999,,,,H,Higher level graduate program,2,Mechanical Engineering,Engineering,,,1,0,1,0,0,,5/8/01 0:00,0,86CD64958F0D0327E0440003BACE90BC,2.9991997SU
2.NIV1997SU,2.NIV1997SU,1997SU,2,2.NIV,  2.NIV,Visiting Student Research,2.NIV,  2.NIV,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,,,40,0,40,0,14,,5/8/01 0:00,14,,2.NIV1997SU
2.THU1997SU,2.THU1997SU,1997SU,2,2.THU,  2.THU,Undergrad Ind Study or Thesis,2.THU,  2.THU,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,,,0,0,0,0,3,,5/8/01 0:00,3,86CD64958F100327E0440003BACE90BC,2.THU1997SU
2.UR1997SU,2.UR1997SU,1997SU,2,2.UR,  2.UR,Undergraduate Research,2.UR,  2.UR,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,,,1,0,1,0,0,,5/8/01 0:00,0,86CD64958EE80327E0440003BACE90BC,2.UR1997SU
